Directory,勘誤,勘誤備註說明,序號,縣市 County,縣市及鄉鎮市區 County and Area,村里 Village,預計收容村里 Service Area,避難收容處所地址 Address,避難收容處所名稱 Shelter Name,適用災害類別 Disaster Categories,適合避難弱者安置 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,預計收容人數 Capacity,緯度,經度,管理人姓名,管理人電話,經緯度
,,,2859,南投縣,南投縣南投市,東山里,東山里,東山路13號,東山里災民收容所觀音寺,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,150,23.9238,120.7167,寺廟住持釋傳深,049-2222950,"23.9238,120.7167"
,,,2860,彰化縣,彰化縣永靖鄉,永興村,永興村,興寧路196號,聖興宮,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,197,23.923805,120.569898,賴同志,8224248,"23.923805,120.569898"
,,,2861,彰化縣,彰化縣永靖鄉,竹子村,竹子村,竹中巷41號,竹子社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,45,23.924464,120.503855,邱良順,8240195,"23.924464,120.503855"
,,,2862,南投縣,南投縣南投市,鳳鳴里,鳳鳴里,八卦路896號,鳳鳴里災民收容所鳳鳴國中禮堂,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,250,23.9248,120.6397,校長魏靖育,049-2291831,"23.9248,120.6397"
,,,2863,彰化縣,彰化縣永靖鄉,四芳村,四芳村,四湳路106-1號,四芳社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,73,23.925579,120.522486,盧金天,8222465,"23.925579,120.522486"
,,,2864,彰化縣,彰化縣永靖鄉,同安村,同安村,西畔巷11-1號,同安社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,145,23.925671,120.528556,陳天能,8222551,"23.925671,120.528556"
,,,2865,彰化縣,彰化縣永靖鄉,光雲村,光雲村,意善巷78-1號,光雲社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,88,23.92713,120.555617,詹德如,8221460,"23.92713,120.555617"
,,,2866,彰化縣,彰化縣永靖鄉,湳墘村,湳墘村,忠心路13-1號,湳墘社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,39,23.92828,120.532649,林輝,8222267,"23.92828,120.532649"
,,,2867,彰化縣,彰化縣永靖鄉,同仁村,同仁村,同仁村東畔路7-1號,同仁社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,43,23.92828,120.532649,張清標,8247678,"23.92828,120.532649"
,,,2868,南投縣,南投縣南投市,新興里,新興里,彰南路三段221號,新興里災民收容所新豐國小禮堂,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,250,23.9294,120.6724,校長賴信佑,049-2251804,"23.9294,120.6724"
,,,2869,南投縣,南投縣埔里鎮,麒麟里,麒麟里,武界路7號,麒麟國小,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,280,23.9304,120.99,張鴻煜,049-2925941,"23.9304,120.99"
,,,2870,彰化縣,彰化縣永靖鄉,崙子村,崙子村,九分路192-1號,崙子社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,35,23.930578,120.566311,朱再添,8229052,"23.930578,120.566311"
,,,2871,彰化縣,彰化縣永靖鄉,五汴村,五汴村,五汴巷1號,五汴社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,35,23.9307,120.558809,袁百里,8237900,"23.9307,120.558809"
,,,2872,彰化縣,彰化縣溪湖鎮,西勢里,西勢,西安路117巷36號,西勢社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,30,23.931225,120.476644,楊明謙,939529552,"23.931225,120.476644"
,,,2873,南投縣,南投縣埔里鎮,愛蘭里,愛蘭里,梅村路110號,愛蘭里集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,50,23.9314,120.9902,許鎮濤,049-2984040-118,"23.9314,120.9902"
,,,2874,南投縣,南投縣中寮鄉,和興村,和興村,永樂路143-2號,和興社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,50,23.9322,120.7501,孫瑞娟,049-2692989,"23.9322,120.7501"
,,,2875,南投縣,南投縣南投市,內興里,內興里,中興路200號,內興里災民收容所德興國小活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,250,23.9325,120.693,校長吳碧霞,049-2359050,"23.9325,120.693"
,,,2876,花蓮縣,花蓮縣吉安鄉,光華村,光華村,光華二街200號,光華活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,37,23.934,121.578,葉光南,8422057,"23.934,121.578"
,,,2877,南投縣,南投縣中寮鄉,義和村,義和村,永平路513-12號,義和村集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,100,23.9349,120.7601,廖志修,049-2220602,"23.9349,120.7601"
,,,2878,南投縣,南投縣南投市,內新里,內新里,南營路283號,內新里災民收容所內新里集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,150,23.9357,120.6903,里長曾丁萬,049-2390779,"23.9357,120.6903"
,,,2879,南投縣,南投縣中寮鄉,義和村,義和村,永平路447-12號,義和社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,50,23.9359,120.7589,廖志修,049-2220602,"23.9359,120.7589"
,,,2880,南投縣,南投縣國姓鄉,南港村,南港村11-15鄰,南港路26號,港源社區五榖宮,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,50,23.9366,120.8663,徐晉忠,2451892,"23.9366,120.8663"
,,,2881,南投縣,南投縣中寮鄉,龍岩村,龍岩村,龍南路154號,龍岩村集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,50,23.9376,120.7629,謝炫樵,049-2603698,"23.9376,120.7629"
,,,2882,南投縣,南投縣埔里鎮,珠格里,珠格里,珠生路36-5號,珠格里集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,30,23.9376,120.9584,許鎮濤,049-2984040-118,"23.9376,120.9584"
,,,2883,彰化縣,彰化縣埔心鄉,太平村,仁里村、經口村,太平路289號,太平國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,200,23.938168,120.552667,張鎔諭,8226049-102,"23.938168,120.552667"
,,,2884,彰化縣,彰化縣埔心鄉,太平村,東門村、大華村、仁里村、經口村、太平村、瓦北村、瓦中村、瓦南村,太平路336號,埔心鄉立幼兒園,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,100,23.9385,120.5513,董汶宜,04-8242192-12,"23.9385,120.5513"
,,,2885,南投縣,南投縣南投市,永豐里,永豐里,中華路190巷50號,永豐里災民收容所里辦公處,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,100,23.9385,120.6703,里長王炳堯,049-2253667,"23.9385,120.6703"
,,,2886,彰化縣,彰化縣溪湖鎮,湳底里,湳底,湳底路27-6號,湳底社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,30,23.940604,120.507252,李麗紅,04-8282055,"23.940604,120.507252"
,,,2887,南投縣,南投縣南投市,鳳山里,鳳山里,八卦路1310號,鳳山里災民收容所鳳山里集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,100,23.9409,120.6379,里長藍豐文,049-2292060,"23.9409,120.6379"
,,,2888,南投縣,南投縣埔里鎮,水頭里,水頭里,水頭路18號,金龍宮,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,30,23.9409,120.9707,徐牧榮,049-2984040-107,"23.9409,120.9707"
,,,2889,彰化縣,彰化縣溪湖鎮,媽厝里,媽厝,湳底路67號,媽厝國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,否,否,100,23.941071,120.496339,陳坤輝,04-8854793,"23.941071,120.496339"
,,,2890,南投縣,南投縣中寮鄉,清水村,清水村,瀧林巷2-6號,清水社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,100,23.9415,120.7725,卓金棟,049-2602388,"23.9415,120.7725"
,,,2891,南投縣,南投縣南投市,光明里,光明里,光明一路67號,光明里災民收容所光復國小導師室地下室,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,150,23.9416,120.7024,校長張文馨,049-2332587,"23.9416,120.7024"
,,,2892,南投縣,南投縣埔里鎮,桃米里,桃米里,桃米巷48-1號,桃米里集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,50,23.9424,120.9269,許鎮濤,049-2984040-118,"23.9424,120.9269"
,,,2893,南投縣,南投縣南投市,營南里,營南里,營盤路113號,營南里災民收容所營南里集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,150,23.9438,120.6754,里長蔡育民,049-2329087,"23.9438,120.6754"
,,,2894,南投縣,南投縣南投市,福興里,福興里,彰南路三段953號,福興里災民收容所福興里集會所永興宮,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,50,23.944121,120.665769,林源崧,049-2256727,"23.944121,120.665769"
,,,2895,南投縣,南投縣埔里鎮,水頭里,水頭里,中正路121號,水頭里集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,30,23.9446,120.9799,許鎮濤,049-2984040-118,"23.9446,120.9799"
,,,2896,南投縣,南投縣中寮鄉,廣福村,廣福村,內城巷3-2號,廣福國小活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,100,23.9447,120.7883,葉茂森,049-2691464,"23.9447,120.7883"
,,,2897,彰化縣,彰化縣大村鄉,美港村,美港村,中山路一段118號,美港社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,50,23.944818,120.562457,游金寶,04-8520149#111,"23.944818,120.562457"
,,,2898,南投縣,南投縣埔里鎮,溪南里,溪南里,珠生路59-1號,溪南里集會所醒覺堂,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,否,60,23.945,120.9567,許鎮濤,049-2984040-118,"23.945,120.9567"
,,,2899,南投縣,南投縣南投市,福興里,福興里,吉利路126號,福興里災民收容所三玄宮,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,150,23.9467,120.6593,穆仁國,049-2251580,"23.9467,120.6593"
,,,2900,南投縣,南投縣中寮鄉,永福村,永福村,永平路400號,永福社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,50,23.9471,120.791,張彩琴,049-2691519,"23.9471,120.791"
,,,2901,南投縣,南投縣仁愛鄉,萬豐村,萬豐村,清華巷8號,萬豐國小,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,室內 Indoor,否,200,23.947392,121.07602,陳義隆,2974123,"23.947392,121.07602"
,,,2902,花蓮縣,花蓮縣吉安鄉,干城村,干城村,干城一街97巷1號,干城活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,35,23.9474,121.545,林世昌,8526086,"23.9474,121.545"
,,,2903,花蓮縣,花蓮縣秀林鄉,文蘭村,重光、米亞丸社區,6鄰79號,文蘭活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,100,23.9479,121.5068,杜明輝,955079056,"23.9479,121.5068"
,難字無法顯示-地名,,2904,彰化縣,彰化縣埔心鄉,舊?村,大華村、芎蕉村、舊館村、南館村、新館村,員鹿路4段201號,舊館國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,否,否,600,23.948035,120.525928,李汝堅,8292025,"23.948035,120.525928"
,,,2905,彰化縣,彰化縣二林鎮,豐田里,全部,斗苑路4段500號,二林工商,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,200,23.9482,120.4428,陳志福,04-8962123#301,"23.9482,120.4428"
,,,2906,彰化縣,彰化縣溪湖鎮,大庭里,大庭,崙仔腳路34-1號,大庭社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,40,23.949215,120.498582,施純生,04-8859409,"23.949215,120.498582"
,,,2907,南投縣,南投縣南投市,光榮里,光榮里,中學路1號,光榮里災民收容所省政府青少年活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,200,23.9498,120.6962,技工曾永正,049-2394852,"23.9498,120.6962"
,,,2908,南投縣,南投縣埔里鎮,桃米里,桃米里,大學路1號,國立暨南大學體育健康中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",否 No,室內 Indoor,室外 Outdoor,2200,23.950278,120.93,曾敏,049-2911045,"23.950278,120.93"
,,,2909,南投縣,南投縣國姓鄉,南港村,南港村5-10鄰,南港路112之8號,南港國小1甲-6甲與3間專科教室,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,60,23.9504,120.8693,吳崑檳校長,049-2451937,"23.9504,120.8693"
,,,2910,南投縣,南投縣國姓鄉,南港村,南港村2-4鄰、林家伙房,南港路112之11號,南港社區活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,50,23.9508,120.8695,彭偉政村長,049-2452813,"23.9508,120.8695"
,,,2911,彰化縣,彰化縣埔心鄉,瓦北村,瓦北村、瓦中村、瓦南村,西安南路178號,明聖國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,否,否,400,23.951445,120.557191,張錦偉,8295395,"23.951445,120.557191"
,,,2912,花蓮縣,花蓮縣吉安鄉,仁安村,仁安村,南海三街71號,仁安活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,63,23.9517,121.5968,蔡文隆,8422948,"23.9517,121.5968"
,,,2913,南投縣,南投縣南投市,光華里,光華里,光華四路2號,光華里災民收容所光華國小活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,100,23.9522,120.6908,校長張震肇,049-2332549,"23.9522,120.6908"
,,,2914,南投縣,南投縣南投市,營北里,營北里,中正路152-7號,營北里災民收容所營北里辦公處,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,100,23.9524,120.6877,戰姵鈴里長,492371449,"23.9524,120.6877"
,,,2915,彰化縣,彰化縣員林市,黎明里,民生里、黎明里、惠來里、中央里、溝皂里、大饒里、大明里、萬年里共8里,光明街31號,員林市育英國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,230,23.9526,120.5742,劉家華,04-8320130#716,"23.9526,120.5742"
,,,2916,花蓮縣,花蓮縣吉安鄉,南華村,南華村,南華四街123號,南華活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,63,23.9527,121.5513,蕭萬生,8534573,"23.9527,121.5513"
,,,2917,彰化縣,彰化縣埔心鄉,義民村,埔心村、義民村、油車村、二重村、梧鳳村、埤霞村、埤腳村,員鹿路二段344號,埔心鄉公所,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,否,100,23.9531,120.5435,黃鈺堯,04-8296249-31,"23.9531,120.5435"
,,,2918,彰化縣,彰化縣埔心鄉,義民村,東門村,員鹿路二段254號,埔心國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,否,否,500,23.953935,120.544016,黃宏田,8291928,"23.953935,120.544016"
,,,2919,彰化縣,彰化縣溪湖鎮,東溪里,東溪,員鹿路一段538號,東溪國小,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,否,否,50,23.953975,120.497939,陳添富,04-8853223,"23.953975,120.497939"
,,,2920,彰化縣,彰化縣埔心鄉,義民村,埔心村,忠義北路51號,埔心國中,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",否 No,否,否,700,23.95404,120.543018,黃瑩堯,8291129,"23.95404,120.543018"
,,,2921,花蓮縣,花蓮縣吉安鄉,稻香村,稻香村,慶豐路79號,稻香活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,40,23.9548,121.5757,鄧桂英,8533083,"23.9548,121.5757"
,,,2922,花蓮縣,花蓮縣吉安鄉,永興村,永興村,永興七街86號,永興活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,53,23.955,121.5683,陳源忠,8526058,"23.955,121.5683"
,,,2923,花蓮縣,花蓮縣吉安鄉,仁和村,仁和村,南海三街314號,仁和活動中心,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,101,23.9563,121.5876,賴明章,8523002,"23.9563,121.5876"
,,,2924,彰化縣,彰化縣溪湖鎮,田中里,田中,田中央路275巷42弄113號,田中社區活動中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,30,23.956799,120.46673,楊宇雄,04-8858452,"23.956799,120.46673"
,,,2925,彰化縣,彰化縣溪湖鎮,大竹里,大竹,德華街17號,老人文康中心,"水災-Flooding,土石流-Landslide,海嘯-Tsunami",否 No,否,否,100,23.956882,120.47851,何柄樺,925797151,"23.956882,120.47851"
,,,2926,南投縣,南投縣埔里鎮,成功里,成功里,種瓜路87-2號,成功里集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,100,23.9575,120.8946,黃萬主,049-2913075,"23.9575,120.8946"
,,,2927,南投縣,南投縣埔里鎮,枇杷里,枇杷里20-44鄰,和二街1號,枇杷里集會所,"水災-Flooding,地震-Earthquake,土石流-Landslide",是 Shelter for Vulnerable People,室內 Indoor,否,80,23.9579,120.9766,許鎮濤,049-2984040-118,"23.9579,120.9766"
,,,2928,彰化縣,彰化縣芳苑鄉,草湖村,全鄉,彰化縣芳苑鄉草湖村功湖路草湖段140號,草湖國中,"水災-Flooding,地震-Earthquake,土石流-Landslide,海嘯-Tsunami",是 Shelter for Vulnerable People,室內 Indoor,室外 Outdoor,400,23.9583,120.3784,陳志猛,04-8861051,"23.9583,120.3784"
